id,Calories
10001,164.25
10002,28.9
10003,53.43
10004,57.79
10005,180.34
10006,128.46
10007,11.99
10008,84.59
10009,27.59
10010,12.71
10011,67.65
10012,59.24
10013,172.04
10014,30.78
10015,57.83
10016,7.29
10017,226.41
10018,160.34
10019,126.25
10020,54.61
10021,40.98
10022,43.58
10023,16.56
10024,56.26
10025,88.47
10026,199.24
10027,13.97
10028,91.66
10029,119.51
10030,52.19
10031,70.9
10032,8.75
10033,187.79
10034,59.6
10035,2.64
10036,79.59
10037,202.38
10038,31.02
10039,116.95
10040,193.14
10041,201.59
10042,82.66
10043,49.23
10044,143.63
10045,97.98
10046,20.85
10047,12.64
10048,86.5
10049,164.94
10050,80.9
10051,23.44
10052,138.62
10053,123.55
10054,101.43
10055,66.09
10056,196.25
10057,47.07
10058,172.12
10059,35.6
10060,47.02
10061,215.78
10062,144.97
10063,6.75
10064,92.93
10065,227.11
10066,9.08
10067,222.58
10068,11.28
10069,144.84
10070,71.18
10071,71.58
10072,105.88
10073,151.76
10074,36.83
10075,93.82
10076,96.44
10077,137.57
10078,98.01
10079,143.98
10080,164.08
10081,133.12
10082,21.3
10083,8.39
10084,32.55
10085,19.85
10086,40.53
10087,170.78
10088,122.07
10089,78.16
10090,184.22
10091,10.25
10092,48.22
10093,20.73
10094,79.38
10095,97.97
10096,24.63
10097,133.42
10098,112.97
10099,3.61
10100,1.61
10101,106.78
10102,154.07
10103,59.16
10104,255.83
10105,99.85
10106,39.23
10107,8.83
10108,16.6
10109,22.93
10110,8.9
10111,44.61
10112,58.16
10113,159.01
10114,148.95
10115,68.97
10116,121.74
10117,50.01
10118,206.44
10119,154.52
10120,151.87
10121,29.22
10122,34.46
10123,20.94
10124,156.49
10125,88.03
10126,139.71
10127,145.94
10128,194.17
10129,189.49
10130,128.51
10131,56.36
10132,126.79
10133,47.66
10134,31.99
10135,106.58
10136,31.1
10137,9.63
10138,81.77
10139,108.79
10140,112.84
10141,169.25
10142,10.84
10143,48.44
10144,29.04
10145,169.97
10146,128.0
10147,113.21
10148,101.21
10149,54.47
10150,81.53
10151,6.44
10152,26.36
10153,164.36
10154,2.47
10155,119.45
10156,180.45
10157,196.29
10158,177.18
10159,42.94
10160,44.78
10161,56.53
10162,22.91
10163,84.0
10164,47.6
10165,68.95
10166,81.9
10167,27.98
10168,55.8
10169,140.32
10170,204.17
10171,34.66
10172,223.27
10173,42.41
10174,61.57
10175,113.05
10176,42.69
10177,93.65
10178,75.81
10179,169.31
10180,71.03
10181,41.25
10182,46.28
10183,17.74
10184,167.04
10185,189.88
10186,55.0
10187,7.01
10188,192.69
10189,88.35
10190,119.47
10191,84.38
10192,69.62
10193,82.19
10194,113.36
10195,216.99
10196,38.25
10197,72.18
10198,59.92
10199,51.26
10200,30.87
10201,97.93
10202,138.55
10203,26.54
10204,106.62
10205,189.68
10206,71.53
10207,117.63
10208,127.32
10209,38.59
10210,129.77
10211,37.95
10212,187.82
10213,23.58
10214,14.2
10215,104.56
10216,161.36
10217,95.98
10218,57.72
10219,15.6
10220,50.23
10221,71.95
10222,165.99
10223,26.67
10224,167.41
10225,146.91
10226,140.43
10227,29.84
10228,70.51
10229,32.22
10230,152.21
10231,27.29
10232,201.94
10233,33.75
10234,71.74
10235,12.8
10236,103.9
10237,50.72
10238,23.79
10239,48.16
10240,40.36
10241,146.8
10242,8.98
10243,15.67
10244,52.03
10245,23.65
10246,69.54
10247,39.03
10248,188.48
10249,18.25
10250,14.47
10251,71.8
10252,159.4
10253,126.85
10254,56.85
10255,155.57
10256,201.99
10257,91.45
10258,138.08
10259,133.38
10260,72.78
10261,179.04
10262,106.13
10263,149.34
10264,14.46
10265,113.91
10266,84.63
10267,111.09
10268,167.32
10269,13.36
10270,201.52
10271,190.46
10272,59.43
