id,Calories
10001,169.0
10002,29.0
10003,53.0
10004,57.0
10005,175.0
10006,128.0
10007,12.0
10008,84.0
10009,27.0
10010,14.0
10011,67.0
10012,59.0
10013,181.0
10014,30.0
10015,57.0
10016,8.0
10017,235.0
10018,165.0
10019,127.0
10020,53.0
10021,41.0
10022,45.0
10023,17.0
10024,55.0
10025,90.0
10026,202.0
10027,15.0
10028,92.0
10029,119.0
10030,52.0
10031,69.0
10032,10.0
10033,185.0
10034,59.0
10035,3.0
10036,81.0
10037,202.0
10038,30.0
10039,119.0
10040,195.0
10041,207.0
10042,80.0
10043,49.0
10044,146.0
10045,98.0
10046,21.0
10047,14.0
10048,87.0
10049,167.0
10050,83.0
10051,23.0
10052,136.0
10053,124.0
10054,103.0
10055,65.0
10056,199.0
10057,49.0
10058,173.0
10059,35.0
10060,47.0
10061,235.0
10062,144.0
10063,7.0
10064,90.0
10065,241.0
10066,10.0
10067,221.0
10068,12.0
10069,143.0
10070,73.0
10071,72.0
10072,105.0
10073,148.0
10074,36.0
10075,92.0
10076,95.0
10077,135.0
10078,94.0
10079,143.0
10080,165.0
10081,128.0
10082,21.0
10083,8.0
10084,33.0
10085,21.0
10086,40.0
10087,172.0
10088,127.0
10089,77.0
10090,192.0
10091,10.0
10092,48.0
10093,21.0
10094,81.0
10095,94.0
10096,24.0
10097,135.0
10098,111.0
10099,4.0
10100,1.0
10101,102.0
10102,156.0
10103,58.0
10104,275.0
10105,100.0
10106,38.0
10107,10.0
10108,17.0
10109,24.0
10110,9.0
10111,44.0
10112,57.0
10113,159.0
10114,146.0
10115,67.0
10116,121.0
10117,49.0
10118,213.0
10119,159.0
10120,152.0
10121,29.0
10122,34.0
10123,22.0
10124,157.0
10125,86.0
10126,139.0
10127,142.0
10128,195.0
10129,187.0
10130,126.0
10131,54.0
10132,123.0
10133,47.0
10134,34.0
10135,102.0
10136,31.0
10137,9.0
10138,84.0
10139,107.0
10140,113.0
10141,166.0
10142,11.0
10143,49.0
10144,29.0
10145,166.0
10146,124.0
10147,109.0
10148,100.0
10149,55.0
10150,83.0
10151,6.0
10152,25.0
10153,164.0
10154,3.0
10155,120.0
10156,179.0
10157,193.0
10158,176.0
10159,44.0
10160,43.0
10161,56.0
10162,22.0
10163,82.0
10164,47.0
10165,67.0
10166,80.0
10167,28.0
10168,55.0
10169,139.0
10170,203.0
10171,35.0
10172,229.0
10173,43.0
10174,63.0
10175,113.0
10176,42.0
10177,92.0
10178,75.0
10179,165.0
10180,69.0
10181,42.0
10182,44.0
10183,19.0
10184,166.0
10185,195.0
10186,54.0
10187,7.0
10188,194.0
10189,90.0
10190,119.0
10191,85.0
10192,67.0
10193,84.0
10194,110.0
10195,221.0
10196,39.0
10197,74.0
10198,58.0
10199,53.0
10200,32.0
10201,95.0
10202,134.0
10203,26.0
10204,101.0
10205,189.0
10206,71.0
10207,119.0
10208,128.0
10209,39.0
10210,129.0
10211,38.0
10212,186.0
10213,24.0
10214,15.0
10215,103.0
10216,165.0
10217,94.0
10218,57.0
10219,16.0
10220,49.0
10221,73.0
10222,164.0
10223,26.0
10224,165.0
10225,144.0
10226,141.0
10227,30.0
10228,69.0
10229,31.0
10230,150.0
10231,28.0
10232,212.0
10233,34.0
10234,74.0
10235,13.0
10236,101.0
10237,51.0
10238,25.0
10239,48.0
10240,40.0
10241,141.0
10242,9.0
10243,16.0
10244,52.0
10245,24.0
10246,70.0
