id,Calories
10001,157.34
10002,29.19
10003,54.41
10004,59.69
10005,180.32
10006,130.5
10007,12.64
10008,83.25
10009,27.68
10010,13.39
10011,67.41
10012,60.77
10013,172.01
10014,30.58
10015,58.8
10016,7.85
10017,222.78
10018,159.3
10019,126.23
10020,56.03
10021,40.66
10022,45.77
10023,17.8
10024,54.84
10025,89.41
10026,190.79
10027,15.7
10028,90.67
10029,118.72
10030,53.31
10031,70.21
10032,10.43
10033,183.69
10034,60.58
10035,3.96
10036,82.91
10037,202.01
10038,32.21
10039,117.12
10040,194.95
10041,198.71
10042,81.18
10043,49.46
10044,142.75
10045,99.5
10046,21.52
10047,14.18
10048,89.19
10049,162.81
10050,81.46
10051,24.77
10052,138.39
10053,123.63
10054,101.01
10055,66.28
10056,195.72
10057,50.51
10058,166.86
10059,36.22
10060,48.01
10061,231.84
10062,143.33
10063,7.65
10064,90.96
10065,233.91
10066,10.45
10067,225.78
10068,12.9
10069,143.4
10070,75.27
10071,69.7
10072,107.26
10073,151.49
10074,36.26
10075,91.96
10076,95.09
10077,136.58
10078,98.33
10079,140.22
10080,158.89
10081,131.49
10082,21.79
10083,8.86
10084,34.92
10085,21.45
10086,41.8
10087,168.86
10088,127.66
10089,79.36
10090,184.22
10091,10.5
10092,48.81
10093,22.33
10094,81.62
10095,97.47
10096,25.11
10097,134.59
10098,110.56
10099,4.68
10100,2.07
10101,104.47
10102,150.78
10103,59.48
10104,261.36
10105,99.96
10106,39.15
10107,11.19
10108,17.78
10109,28.03
10110,10.49
10111,45.41
10112,57.49
10113,151.45
10114,145.57
10115,67.56
10116,120.29
10117,49.9
10118,203.93
10119,158.19
10120,149.56
10121,30.49
10122,35.21
10123,21.78
10124,155.88
10125,90.53
10126,141.8
10127,144.78
10128,186.35
10129,189.54
10130,126.15
10131,55.39
10132,125.49
10133,47.52
10134,35.49
10135,105.46
10136,31.72
10137,10.81
10138,82.46
10139,107.69
10140,113.2
10141,165.42
10142,12.39
10143,49.58
10144,29.32
10145,169.05
10146,125.39
10147,112.15
10148,99.93
10149,57.23
10150,84.94
10151,7.41
10152,27.04
10153,163.0
10154,3.49
10155,121.02
10156,177.3
10157,189.4
10158,173.34
10159,45.5
10160,47.42
10161,57.49
10162,23.27
10163,83.93
10164,47.63
10165,67.75
10166,81.59
10167,28.2
10168,55.19
10169,140.48
10170,203.6
10171,35.68
10172,219.16
10173,42.97
10174,63.35
10175,116.53
10176,43.41
10177,93.02
10178,75.31
10179,165.22
10180,69.17
10181,42.81
10182,45.92
10183,19.67
10184,166.25
10185,188.76
10186,54.95
10187,7.62
10188,186.18
10189,90.39
10190,119.02
10191,87.04
10192,69.09
10193,83.7
10194,111.83
10195,212.96
10196,40.31
10197,74.57
10198,57.99
10199,52.98
10200,32.32
10201,95.07
10202,134.19
10203,26.45
10204,103.26
10205,185.78
10206,73.57
10207,117.9
10208,129.65
10209,40.08
10210,127.25
10211,37.91
10212,187.91
10213,22.34
10214,15.75
10215,101.85
10216,162.71
10217,93.9
10218,57.42
10219,17.84
10220,50.05
10221,72.22
10222,165.24
10223,28.04
10224,163.3
10225,144.71
10226,138.3
10227,29.97
10228,70.46
10229,33.61
10230,144.95
10231,28.57
10232,201.48
10233,34.41
10234,70.7
10235,13.64
10236,104.79
10237,51.73
10238,24.26
10239,50.96
10240,41.38
10241,145.48
10242,10.17
10243,16.5
10244,51.73
10245,23.93
10246,71.33
10247,39.18
10248,185.47
10249,18.77
10250,14.25
10251,70.89
10252,158.4
10253,126.76
10254,57.44
10255,154.84
10256,199.72
10257,91.97
10258,133.33
10259,131.79
10260,72.38
10261,172.37
10262,103.97
10263,149.21
10264,16.88
10265,115.89
10266,84.64
10267,109.36
10268,165.87
10269,13.41
10270,196.09
10271,191.56
10272,59.52
10273,247.08
10274,62.15
10275,57.88
10276,74.33
10277,150.35
10278,131.96
10279,32.56
10280,107.8
10281,81.18
10282,183.52
10283,77.11
10284,21.51
10285,128.43
10286,26.58
10287,21.43
10288,19.63
10289,76.17
10290,37.28
10291,92.06
10292,44.65
10293,156.83
10294,201.98
10295,115.12
10296,43.07
10297,175.91
10298,181.95
10299,17.17
10300,57.08
10301,7.22
10302,58.38
10303,16.1
10304,36.78
10305,114.38
10306,76.45
10307,11.55
10308,16.48
10309,133.13
10310,116.61
10311,4.92
10312,2.58
10313,175.58
10314,27.54
10315,156.6
10316,53.22
10317,113.64
10318,53.26
10319,51.3
10320,91.85
10321,136.66
10322,85.89
10323,14.8
10324,141.97
10325,58.69
10326,30.55
10327,24.36
10328,49.97
10329,221.09
10330,225.68
10331,74.28
10332,10.94
10333,106.77
10334,62.27
10335,107.8
10336,72.26
10337,61.93
10338,207.8
10339,21.26
10340,38.15
10341,4.82
10342,19.58
10343,179.82
10344,8.23
10345,23.23
10346,20.14
10347,62.14
10348,166.9
10349,50.64
10350,264.65
10351,226.66
10352,176.89
10353,86.53
10354,76.06
10355,96.08
10356,168.51
10357,145.55
10358,164.42
10359,206.64
10360,171.71
10361,92.17
10362,35.57
10363,81.76
10364,83.57
10365,204.79
10366,133.97
10367,85.99
10368,216.43
10369,168.53
10370,132.58
10371,9.03
10372,131.45
10373,156.31
10374,23.2
10375,42.55
10376,153.67
10377,106.31
10378,20.75
10379,46.51
10380,90.69
10381,155.82
10382,179.9
10383,171.71
10384,146.12
10385,152.87
10386,49.78
10387,59.05
10388,117.36
10389,148.75
10390,52.21
10391,124.6
10392,86.39
10393,79.26
10394,146.64
10395,64.31
10396,107.29
10397,137.8
10398,45.74
10399,108.0
10400,29.28
10401,151.37
10402,92.96
10403,178.25
10404,42.85
10405,48.12
10406,24.92
10407,130.74
10408,120.62
10409,138.15
10410,31.25
10411,105.57
10412,111.88
10413,124.41
10414,121.81
10415,171.56
10416,105.18
10417,12.12
10418,149.88
10419,42.49
10420,118.88
10421,125.59
10422,40.96
10423,115.14
10424,67.86
10425,12.49
10426,59.98
10427,15.55
10428,52.32
10429,94.25
10430,81.81
10431,152.0
10432,61.27
10433,86.75
10434,106.99
10435,80.94
10436,97.5
10437,191.91
10438,203.65
10439,12.77
10440,12.84
10441,137.13
10442,139.22
10443,58.66
10444,122.84
10445,72.44
10446,12.98
10447,211.5
10448,17.62
10449,105.33
10450,38.24
10451,145.45
10452,217.76
10453,79.48
10454,108.17
10455,32.89
10456,125.6
10457,158.03
10458,151.14
10459,153.66
10460,150.41
10461,30.77
10462,82.47
10463,49.56
10464,20.92
10465,65.6
10466,5.85
10467,109.83
10468,30.4
10469,174.77
10470,102.05
10471,59.67
10472,143.54
10473,9.23
10474,97.68
10475,30.92
10476,182.95
10477,112.35
10478,30.79
10479,66.23
10480,165.29
10481,118.14
10482,49.72
10483,37.17
10484,134.28
10485,181.82
10486,80.26
10487,55.06
10488,8.14
10489,33.59
10490,130.73
10491,143.47
10492,86.6
10493,8.87
10494,63.17
10495,8.71
10496,42.51
10497,217.37
10498,179.57
10499,184.53
10500,110.17
10501,11.16
10502,220.92
10503,40.56
10504,68.23
10505,3.56
10506,199.77
10507,82.26
10508,65.58
10509,154.25
10510,123.49
10511,172.17
10512,125.75
10513,33.89
10514,80.6
10515,20.96
10516,45.54
10517,36.16
10518,139.32
10519,89.81
10520,100.52
10521,41.34
10522,74.03
10523,54.93
10524,172.14
10525,249.76
10526,17.01
10527,6.98
10528,45.82
10529,39.26
10530,25.15
10531,20.13
10532,123.23
10533,145.0
10534,92.7
10535,47.88
10536,78.39
10537,92.87
10538,13.97
10539,50.36
10540,34.03
10541,30.61
10542,72.17
10543,125.6
10544,17.59
10545,140.34
10546,14.41
10547,169.27
10548,98.05
10549,59.54
10550,1.65
10551,87.45
10552,136.41
10553,173.99
10554,24.39
10555,2.76
10556,77.7
10557,123.43
10558,55.74
10559,13.97
10560,181.89
10561,88.8
10562,24.94
10563,172.78
10564,41.15
10565,130.35
10566,84.31
10567,96.42
10568,118.08
10569,40.79
10570,33.1
10571,56.6
10572,63.26
10573,39.99
10574,46.29
10575,119.68
10576,109.56
10577,33.89
10578,19.07
10579,166.99
10580,60.68
10581,63.63
10582,126.64
10583,174.59
10584,99.58
10585,34.89
10586,4.23
10587,74.19
10588,114.25
10589,108.11
10590,76.38
10591,66.19
10592,107.31
10593,213.22
10594,141.07
10595,13.78
10596,119.07
10597,67.86
10598,125.34
10599,35.53
10600,202.47
10601,49.73
10602,147.78
10603,122.63
10604,155.24
10605,91.7
10606,92.65
10607,207.02
10608,94.04
10609,181.39
10610,224.17
10611,192.12
10612,258.98
10613,95.17
10614,36.12
10615,159.3
10616,103.93
10617,79.41
10618,14.16
10619,26.5
10620,18.27
10621,222.46
10622,116.25
10623,146.84
10624,34.86
10625,151.47
10626,79.87
10627,74.09
10628,66.69
10629,126.56
10630,130.08
10631,104.43
10632,89.7
10633,186.13
10634,181.51
10635,8.03
10636,185.36
10637,27.9
10638,242.15
10639,200.11
10640,183.46
10641,66.36
10642,36.72
10643,89.95
10644,149.8
10645,111.54
10646,128.7
10647,4.18
10648,13.63
10649,175.93
10650,36.17
10651,120.39
10652,5.15
10653,180.49
10654,11.22
10655,104.19
10656,197.55
10657,159.17
10658,45.85
10659,19.95
10660,185.62
10661,180.83
10662,32.82
10663,51.61
10664,210.84
10665,34.81
10666,82.06
10667,93.52
10668,22.66
10669,40.57
10670,168.44
10671,18.43
10672,40.62
10673,54.31
10674,7.42
10675,115.78
10676,24.78
10677,58.91
10678,40.87
10679,75.18
10680,9.89
10681,11.81
10682,144.63
10683,121.05
10684,222.27
10685,106.71
10686,48.02
10687,48.19
10688,20.89
10689,134.78
10690,32.0
10691,19.08
10692,67.13
10693,57.75
10694,28.05
10695,19.46
10696,28.28
10697,125.49
10698,15.39
10699,95.44
10700,188.04
10701,107.43
10702,116.4
10703,112.51
10704,14.14
10705,20.61
10706,12.17
10707,165.85
10708,28.44
10709,22.68
10710,77.48
10711,38.54
10712,148.07
10713,186.55
10714,39.98
10715,218.36
10716,149.91
10717,202.55
10718,163.89
10719,49.68
10720,69.97
10721,23.19
10722,58.93
10723,27.18
10724,179.37
10725,28.44
10726,8.76
10727,53.59
10728,87.73
10729,10.06
10730,186.58
10731,150.3
10732,132.65
10733,50.84
10734,117.38
10735,83.52
10736,104.69
10737,15.12
10738,307.69
10739,92.39
10740,214.26
10741,118.08
10742,6.35
10743,67.49
10744,166.95
10745,117.72
10746,30.59
10747,163.4
10748,73.6
10749,25.16
10750,3.84
10751,81.72
10752,18.59
10753,33.39
10754,174.39
10755,169.31
10756,41.83
10757,83.78
10758,36.85
10759,24.29
10760,42.47
10761,110.06
10762,28.31
10763,4.64
10764,39.2
10765,61.73
10766,150.72
10767,89.04
10768,5.09
10769,10.37
10770,63.13
10771,69.76
10772,63.69
10773,121.66
10774,164.47
10775,89.99
10776,67.69
10777,30.41
10778,52.81
10779,63.17
10780,81.15
10781,28.89
10782,66.64
10783,63.33
10784,68.43
10785,97.86
10786,24.35
10787,135.02
10788,11.46
10789,74.51
10790,7.12
10791,6.45
10792,107.47
10793,78.27
10794,132.02
10795,184.44
10796,6.77
10797,134.72
10798,30.21
10799,96.23
10800,193.05
10801,51.72
10802,107.02
10803,38.51
10804,211.22
10805,182.77
10806,43.4
10807,148.68
10808,182.0
10809,140.19
10810,36.52
10811,47.86
10812,188.51
10813,91.42
10814,7.28
10815,7.51
10816,14.25
10817,48.17
10818,36.43
10819,57.7
10820,9.8
10821,27.17
10822,91.8
10823,37.27
10824,133.79
10825,13.08
10826,34.45
10827,14.69
10828,127.56
10829,12.8
10830,131.81
10831,50.55
10832,223.58
10833,123.71
10834,214.4
10835,135.39
10836,7.71
10837,210.01
10838,110.98
10839,193.0
10840,122.49
10841,53.45
10842,9.88
10843,60.1
10844,38.0
10845,94.44
10846,29.0
10847,58.25
10848,208.14
10849,12.47
10850,82.26
10851,149.45
10852,85.39
10853,86.68
10854,53.42
10855,134.89
10856,184.87
10857,200.59
10858,62.9
10859,194.83
10860,163.76
10861,38.71
10862,14.57
10863,64.04
10864,160.34
10865,69.38
10866,105.84
10867,13.11
10868,137.56
10869,110.17
10870,132.06
10871,64.56
10872,14.24
10873,191.36
10874,142.55
10875,175.3
10876,31.09
10877,124.55
10878,13.12
10879,186.9
10880,29.62
10881,41.99
10882,52.77
10883,144.46
10884,234.75
10885,124.19
10886,5.91
10887,86.6
10888,43.76
10889,32.6
10890,106.91
10891,144.3
10892,77.36
10893,33.58
10894,197.91
10895,49.22
10896,43.04
10897,1.78
10898,58.03
10899,108.09
10900,19.58
10901,25.83
10902,44.78
10903,27.82
10904,43.7
10905,54.6
10906,143.01
10907,89.07
10908,20.09
10909,145.47
10910,72.92
10911,4.31
10912,13.61
10913,69.03
10914,36.31
10915,11.35
10916,60.15
10917,134.0
10918,44.3
10919,13.05
10920,17.6
10921,88.26
10922,126.32
10923,133.14
10924,123.53
10925,54.07
10926,11.1
10927,242.19
10928,150.13
10929,12.61
10930,37.59
10931,31.84
10932,135.26
10933,10.42
10934,176.59
10935,139.16
10936,65.69
10937,23.94
10938,142.69
10939,8.08
10940,153.69
10941,60.37
10942,115.08
10943,108.79
10944,25.71
10945,31.89
10946,186.23
10947,19.33
10948,146.85
10949,167.11
10950,71.32
10951,105.92
10952,15.61
10953,24.63
10954,80.6
10955,96.8
10956,31.01
10957,63.19
10958,246.74
10959,5.75
10960,83.72
10961,194.38
10962,128.49
10963,14.91
10964,195.87
10965,66.73
10966,42.64
10967,23.03
10968,240.92
10969,8.01
10970,171.44
10971,137.26
10972,33.16
10973,64.34
10974,33.15
10975,94.2
10976,42.75
10977,146.9
10978,193.39
10979,30.9
10980,41.14
10981,107.75
10982,65.82
10983,103.38
10984,113.36
10985,216.9
10986,42.06
10987,76.75
10988,3.72
10989,105.75
10990,124.35
10991,110.06
10992,74.9
10993,8.14
10994,10.7
10995,70.85
10996,254.06
10997,83.57
10998,33.14
10999,190.87
11000,262.32
11001,105.4
11002,126.61
11003,93.45
11004,114.24
11005,147.81
11006,30.55
11007,19.3
11008,264.95
11009,25.82
11010,30.22
11011,13.9
11012,10.05
11013,64.8
11014,52.3
11015,108.28
11016,10.17
11017,35.17
11018,174.79
11019,134.49
11020,120.22
11021,119.32
11022,96.65
11023,170.09
11024,50.82
11025,25.42
11026,22.87
11027,180.99
11028,55.0
11029,169.61
11030,7.31
11031,9.69
11032,53.7
11033,97.87
11034,220.93
11035,171.82
11036,127.45
11037,68.9
11038,7.86
11039,8.84
11040,26.96
11041,62.53
11042,81.86
11043,75.98
11044,126.64
11045,7.2
11046,166.6
11047,108.22
11048,174.04
11049,33.82
11050,76.66
11051,6.58
11052,105.15
11053,237.34
11054,148.35
11055,216.66
11056,68.17
11057,12.98
11058,145.68
11059,106.49
11060,20.09
11061,72.02
11062,78.22
11063,91.95
11064,160.08
11065,32.79
11066,67.68
11067,20.56
11068,125.08
11069,43.66
11070,111.51
11071,15.46
11072,188.01
11073,126.83
11074,158.36
11075,86.63
11076,87.66
11077,43.56
11078,25.15
11079,13.58
11080,67.58
11081,80.52
11082,178.0
11083,48.1
11084,30.1
11085,171.55
11086,13.69
11087,174.3
11088,21.94
11089,89.5
11090,9.03
11091,96.28
11092,83.57
11093,139.14
11094,21.47
11095,53.41
11096,62.86
11097,38.65
11098,99.17
11099,78.23
11100,92.73
11101,105.03
11102,47.95
11103,196.17
11104,116.96
11105,105.27
11106,36.03
11107,114.53
11108,70.21
11109,97.39
11110,173.62
11111,43.62
11112,56.84
11113,54.27
11114,89.34
11115,68.0
11116,32.22
11117,22.19
11118,115.71
11119,11.31
11120,159.58
11121,78.38
11122,104.95
11123,34.51
11124,185.58
11125,94.17
11126,129.62
11127,136.91
11128,12.4
11129,49.74
11130,27.49
11131,188.38
11132,90.7
11133,171.81
11134,34.33
11135,4.71
